waveform	[0]	[1]
t0	12/31/1903  19:00:00.000000	12/31/1903  19:00:00.000000
delta t	0.001000	0.001000

time	Y[0]	Y[1]
12/31/1903  19:00:00.410000	4.796436E-1	-2.961409E+0
12/31/1903  19:00:00.411000	3.302438E-1	-2.981768E+0
12/31/1903  19:00:00.412000	1.800098E-1	-2.994595E+0
12/31/1903  19:00:00.413000	2.932106E-2	-2.999857E+0
12/31/1903  19:00:00.414000	-1.214417E-1	-2.997541E+0
12/31/1903  19:00:00.415000	-2.718977E-1	-2.987653E+0
12/31/1903  19:00:00.416000	-4.216669E-1	-2.970218E+0
12/31/1903  19:00:00.417000	-5.703709E-1	-2.945280E+0
12/31/1903  19:00:00.418000	-7.176341E-1	-2.912903E+0
12/31/1903  19:00:00.419000	-8.630845E-1	-2.873166E+0
12/31/1903  19:00:00.420000	-1.006355E+0	-2.826172E+0
12/31/1903  19:00:00.421000	-1.147083E+0	-2.772039E+0
12/31/1903  19:00:00.422000	-1.284913E+0	-2.710904E+0
12/31/1903  19:00:00.423000	-1.419498E+0	-2.642920E+0
12/31/1903  19:00:00.424000	-1.550497E+0	-2.568260E+0
12/31/1903  19:00:00.425000	-1.677579E+0	-2.487113E+0
12/31/1903  19:00:00.426000	-1.800423E+0	-2.399683E+0
12/31/1903  19:00:00.427000	-1.918720E+0	-2.306191E+0
12/31/1903  19:00:00.428000	-2.032169E+0	-2.206873E+0
12/31/1903  19:00:00.429000	-2.140485E+0	-2.101981E+0
12/31/1903  19:00:00.430000	-2.243394E+0	-1.991779E+0
12/31/1903  19:00:00.431000	-2.340636E+0	-1.876545E+0
12/31/1903  19:00:00.432000	-2.431966E+0	-1.756571E+0
12/31/1903  19:00:00.433000	-2.517152E+0	-1.632160E+0
12/31/1903  19:00:00.434000	-2.595979E+0	-1.503626E+0
12/31/1903  19:00:00.435000	-2.668249E+0	-1.371294E+0
12/31/1903  19:00:00.436000	-2.733779E+0	-1.235497E+0
12/31/1903  19:00:00.437000	-2.792403E+0	-1.096580E+0
12/31/1903  19:00:00.438000	-2.843973E+0	-9.548927E-1
12/31/1903  19:00:00.439000	-2.888358E+0	-8.107932E-1
12/31/1903  19:00:00.440000	-2.925448E+0	-6.646455E-1
12/31/1903  19:00:00.441000	-2.955148E+0	-5.168189E-1
12/31/1903  19:00:00.442000	-2.977382E+0	-3.676867E-1
12/31/1903  19:00:00.443000	-2.992096E+0	-2.176258E-1
12/31/1903  19:00:00.444000	-2.999251E+0	-6.701507E-2
12/31/1903  19:00:00.445000	-2.998830E+0	8.376492E-2
12/31/1903  19:00:00.446000	-2.990834E+0	2.343333E-1
12/31/1903  19:00:00.447000	-2.975283E+0	3.843097E-1
12/31/1903  19:00:00.448000	-2.952215E+0	5.333154E-1
12/31/1903  19:00:00.449000	-2.921690E+0	6.809738E-1
12/31/1903  19:00:00.450000	-2.883785E+0	8.269121E-1
12/31/1903  19:00:00.451000	-2.838595E+0	9.707615E-1
12/31/1903  19:00:00.452000	-2.786235E+0	1.112159E+0
12/31/1903  19:00:00.453000	-2.726836E+0	1.250746E+0
12/31/1903  19:00:00.454000	-2.660549E+0	1.386175E+0
12/31/1903  19:00:00.455000	-2.587541E+0	1.518101E+0
12/31/1903  19:00:00.456000	-2.507997E+0	1.646193E+0
12/31/1903  19:00:00.457000	-2.422117E+0	1.770126E+0
12/31/1903  19:00:00.458000	-2.330119E+0	1.889588E+0
12/31/1903  19:00:00.459000	-2.232235E+0	2.004277E+0
12/31/1903  19:00:00.460000	-2.128712E+0	2.113903E+0
12/31/1903  19:00:00.461000	-2.019812E+0	2.218188E+0
12/31/1903  19:00:00.462000	-1.905809E+0	2.316871E+0
12/31/1903  19:00:00.463000	-1.786993E+0	2.409701E+0
12/31/1903  19:00:00.464000	-1.663662E+0	2.496443E+0
12/31/1903  19:00:00.465000	-1.536129E+0	2.576880E+0
12/31/1903  19:00:00.466000	-1.404715E+0	2.650807E+0
12/31/1903  19:00:00.467000	-1.269753E+0	2.718038E+0
12/31/1903  19:00:00.468000	-1.131583E+0	2.778402E+0
12/31/1903  19:00:00.469000	-9.905548E-1	2.831749E+0
12/31/1903  19:00:00.470000	-8.470244E-1	2.877942E+0
12/31/1903  19:00:00.471000	-7.013543E-1	2.916865E+0
12/31/1903  19:00:00.472000	-5.539126E-1	2.948420E+0
12/31/1903  19:00:00.473000	-4.050716E-1	2.972527E+0
12/31/1903  19:00:00.474000	-2.552074E-1	2.989125E+0
12/31/1903  19:00:00.475000	-1.046985E-1	2.998172E+0
12/31/1903  19:00:00.476000	4.607488E-2	2.999646E+0
12/31/1903  19:00:00.477000	1.967319E-1	2.993542E+0
12/31/1903  19:00:00.478000	3.468919E-1	2.979877E+0
12/31/1903  19:00:00.479000	4.961756E-1	2.958684E+0
12/31/1903  19:00:00.480000	6.442060E-1	2.930017E+0
12/31/1903  19:00:00.481000	7.906090E-1	2.893948E+0
12/31/1903  19:00:00.482000	9.350149E-1	2.850570E+0
12/31/1903  19:00:00.483000	1.077059E+0	2.799990E+0
12/31/1903  19:00:00.484000	1.216382E+0	2.742337E+0
12/31/1903  19:00:00.485000	1.352633E+0	2.677757E+0
12/31/1903  19:00:00.486000	1.485466E+0	2.606413E+0
12/31/1903  19:00:00.487000	1.614548E+0	2.528485E+0
12/31/1903  19:00:00.488000	1.739550E+0	2.444170E+0
12/31/1903  19:00:00.489000	1.860159E+0	2.353680E+0
12/31/1903  19:00:00.490000	1.976068E+0	2.257245E+0
12/31/1903  19:00:00.491000	2.086986E+0	2.155108E+0
12/31/1903  19:00:00.492000	2.192632E+0	2.047526E+0
12/31/1903  19:00:00.493000	2.292739E+0	1.934773E+0
12/31/1903  19:00:00.494000	2.387055E+0	1.817132E+0
12/31/1903  19:00:00.495000	2.475340E+0	1.694901E+0
12/31/1903  19:00:00.496000	2.557373E+0	1.568388E+0
12/31/1903  19:00:00.497000	2.632946E+0	1.437914E+0
12/31/1903  19:00:00.498000	2.701867E+0	1.303807E+0
12/31/1903  19:00:00.499000	2.763964E+0	1.166407E+0
12/31/1903  19:00:00.500000	2.819078E+0	1.026060E+0
12/31/1903  19:00:00.501000	2.867071E+0	8.831218E-1
12/31/1903  19:00:00.502000	2.907822E+0	7.379524E-1
12/31/1903  19:00:00.503000	2.941227E+0	5.909188E-1
12/31/1903  19:00:00.504000	2.967202E+0	4.423925E-1
12/31/1903  19:00:00.505000	2.985682E+0	2.927487E-1
12/31/1903  19:00:00.506000	2.996620E+0	1.423654E-1
12/31/1903  19:00:00.507000	2.999988E+0	-8.377570E-3
12/31/1903  19:00:00.508000	2.995778E+0	-1.590994E-1
12/31/1903  19:00:00.509000	2.984001E+0	-3.094192E-1
12/31/1903  19:00:00.510000	2.964685E+0	-4.589575E-1
12/31/1903  19:00:00.511000	2.937881E+0	-6.073364E-1
12/31/1903  19:00:00.512000	2.903655E+0	-7.541811E-1
12/31/1903  19:00:00.513000	2.862094E+0	-8.991207E-1
12/31/1903  19:00:00.514000	2.813303E+0	-1.041789E+0
12/31/1903  19:00:00.515000	2.757406E+0	-1.181826E+0
12/31/1903  19:00:00.516000	2.694543E+0	-1.318877E+0
12/31/1903  19:00:00.517000	2.624874E+0	-1.452597E+0
12/31/1903  19:00:00.518000	2.548574E+0	-1.582647E+0
12/31/1903  19:00:00.519000	2.465836E+0	-1.708699E+0
12/31/1903  19:00:00.520000	2.376869E+0	-1.830435E+0
12/31/1903  19:00:00.521000	2.281898E+0	-1.947548E+0
12/31/1903  19:00:00.522000	2.181163E+0	-2.059740E+0
12/31/1903  19:00:00.523000	2.074917E+0	-2.166730E+0
12/31/1903  19:00:00.524000	1.963431E+0	-2.268246E+0
12/31/1903  19:00:00.525000	1.846984E+0	-2.364032E+0
12/31/1903  19:00:00.526000	1.725872E+0	-2.453847E+0
12/31/1903  19:00:00.527000	1.600401E+0	-2.537463E+0
12/31/1903  19:00:00.528000	1.470886E+0	-2.614669E+0
12/31/1903  19:00:00.529000	1.337656E+0	-2.685270E+0
12/31/1903  19:00:00.530000	1.201047E+0	-2.749088E+0
12/31/1903  19:00:00.531000	1.061404E+0	-2.805962E+0
12/31/1903  19:00:00.532000	9.190798E-1	-2.855747E+0
12/31/1903  19:00:00.533000	7.744339E-1	-2.898319E+0
12/31/1903  19:00:00.534000	6.278317E-1	-2.933569E+0
12/31/1903  19:00:00.535000	4.796436E-1	-2.961409E+0
12/31/1903  19:00:00.536000	3.302438E-1	-2.981768E+0
12/31/1903  19:00:00.537000	1.800098E-1	-2.994595E+0
12/31/1903  19:00:00.538000	2.932106E-2	-2.999857E+0
12/31/1903  19:00:00.539000	-1.214417E-1	-2.997541E+0
12/31/1903  19:00:00.540000	-2.718977E-1	-2.987653E+0
12/31/1903  19:00:00.541000	-4.216669E-1	-2.970218E+0
12/31/1903  19:00:00.542000	-5.703709E-1	-2.945280E+0
12/31/1903  19:00:00.543000	-7.176341E-1	-2.912903E+0
12/31/1903  19:00:00.544000	-8.630845E-1	-2.873166E+0
12/31/1903  19:00:00.545000	-1.006355E+0	-2.826172E+0
12/31/1903  19:00:00.546000	-1.147083E+0	-2.772039E+0
12/31/1903  19:00:00.547000	-1.284913E+0	-2.710904E+0
12/31/1903  19:00:00.548000	-1.419498E+0	-2.642920E+0
12/31/1903  19:00:00.549000	-1.550497E+0	-2.568260E+0
12/31/1903  19:00:00.550000	-1.677579E+0	-2.487113E+0
12/31/1903  19:00:00.551000	-1.800423E+0	-2.399683E+0
12/31/1903  19:00:00.552000	-1.918720E+0	-2.306191E+0
12/31/1903  19:00:00.553000	-2.032169E+0	-2.206873E+0
12/31/1903  19:00:00.554000	-2.140485E+0	-2.101981E+0
12/31/1903  19:00:00.555000	-2.243394E+0	-1.991779E+0
12/31/1903  19:00:00.556000	-2.340636E+0	-1.876545E+0
12/31/1903  19:00:00.557000	-2.431966E+0	-1.756571E+0
12/31/1903  19:00:00.558000	-2.517152E+0	-1.632160E+0
12/31/1903  19:00:00.559000	-2.595979E+0	-1.503626E+0
12/31/1903  19:00:00.560000	-2.668249E+0	-1.371294E+0
12/31/1903  19:00:00.561000	-2.733779E+0	-1.235497E+0
12/31/1903  19:00:00.562000	-2.792403E+0	-1.096580E+0
12/31/1903  19:00:00.563000	-2.843973E+0	-9.548927E-1
12/31/1903  19:00:00.564000	-2.888358E+0	-8.107932E-1
12/31/1903  19:00:00.565000	-2.925448E+0	-6.646455E-1
12/31/1903  19:00:00.566000	-2.955148E+0	-5.168189E-1
12/31/1903  19:00:00.567000	-2.977382E+0	-3.676867E-1
12/31/1903  19:00:00.568000	-2.992096E+0	-2.176258E-1
12/31/1903  19:00:00.569000	-2.999251E+0	-6.701507E-2
12/31/1903  19:00:00.570000	-2.998830E+0	8.376492E-2
12/31/1903  19:00:00.571000	-2.990834E+0	2.343333E-1
12/31/1903  19:00:00.572000	-2.975283E+0	3.843097E-1
12/31/1903  19:00:00.573000	-2.952215E+0	5.333154E-1
12/31/1903  19:00:00.574000	-2.921690E+0	6.809738E-1
12/31/1903  19:00:00.575000	-2.883785E+0	8.269121E-1
12/31/1903  19:00:00.576000	-2.838595E+0	9.707615E-1
12/31/1903  19:00:00.577000	-2.786235E+0	1.112159E+0
12/31/1903  19:00:00.578000	-2.726836E+0	1.250746E+0
12/31/1903  19:00:00.579000	-2.660549E+0	1.386175E+0
12/31/1903  19:00:00.580000	-2.587541E+0	1.518101E+0
12/31/1903  19:00:00.581000	-2.507997E+0	1.646193E+0
12/31/1903  19:00:00.582000	-2.422117E+0	1.770126E+0
12/31/1903  19:00:00.583000	-2.330119E+0	1.889588E+0
12/31/1903  19:00:00.584000	-2.232235E+0	2.004277E+0
12/31/1903  19:00:00.585000	-2.128712E+0	2.113903E+0
12/31/1903  19:00:00.586000	-2.019812E+0	2.218188E+0
12/31/1903  19:00:00.587000	-1.905809E+0	2.316871E+0
12/31/1903  19:00:00.588000	-1.786993E+0	2.409701E+0
12/31/1903  19:00:00.589000	-1.663662E+0	2.496443E+0
12/31/1903  19:00:00.590000	-1.536129E+0	2.576880E+0
12/31/1903  19:00:00.591000	-1.404715E+0	2.650807E+0
12/31/1903  19:00:00.592000	-1.269753E+0	2.718038E+0
12/31/1903  19:00:00.593000	-1.131583E+0	2.778402E+0
12/31/1903  19:00:00.594000	-9.905548E-1	2.831749E+0
12/31/1903  19:00:00.595000	-8.470244E-1	2.877942E+0
12/31/1903  19:00:00.596000	-7.013543E-1	2.916865E+0
12/31/1903  19:00:00.597000	-5.539126E-1	2.948420E+0
12/31/1903  19:00:00.598000	-4.050716E-1	2.972527E+0
12/31/1903  19:00:00.599000	-2.552074E-1	2.989125E+0
12/31/1903  19:00:00.600000	-1.046985E-1	2.998172E+0
12/31/1903  19:00:00.601000	4.607488E-2	2.999646E+0
12/31/1903  19:00:00.602000	1.967319E-1	2.993542E+0
12/31/1903  19:00:00.603000	3.468919E-1	2.979877E+0
12/31/1903  19:00:00.604000	4.961756E-1	2.958684E+0
12/31/1903  19:00:00.605000	6.442060E-1	2.930017E+0
12/31/1903  19:00:00.606000	7.906090E-1	2.893948E+0
12/31/1903  19:00:00.607000	9.350149E-1	2.850570E+0
12/31/1903  19:00:00.608000	1.077059E+0	2.799990E+0
12/31/1903  19:00:00.609000	1.216382E+0	2.742337E+0
12/31/1903  19:00:00.610000	1.352633E+0	2.677757E+0
12/31/1903  19:00:00.611000	1.485466E+0	2.606413E+0
12/31/1903  19:00:00.612000	1.614548E+0	2.528485E+0
12/31/1903  19:00:00.613000	1.739550E+0	2.444170E+0
12/31/1903  19:00:00.614000	1.860159E+0	2.353680E+0
12/31/1903  19:00:00.615000	1.976068E+0	2.257245E+0
12/31/1903  19:00:00.616000	2.086986E+0	2.155108E+0
12/31/1903  19:00:00.617000	2.192632E+0	2.047526E+0
12/31/1903  19:00:00.618000	2.292739E+0	1.934773E+0
12/31/1903  19:00:00.619000	2.387055E+0	1.817132E+0
12/31/1903  19:00:00.620000	2.475340E+0	1.694901E+0
12/31/1903  19:00:00.621000	2.557373E+0	1.568388E+0
12/31/1903  19:00:00.622000	2.632946E+0	1.437914E+0
12/31/1903  19:00:00.623000	2.701867E+0	1.303807E+0
12/31/1903  19:00:00.624000	2.763964E+0	1.166407E+0
12/31/1903  19:00:00.625000	2.819078E+0	1.026060E+0
12/31/1903  19:00:00.626000	2.867071E+0	8.831218E-1
12/31/1903  19:00:00.627000	2.907822E+0	7.379524E-1
12/31/1903  19:00:00.628000	2.941227E+0	5.909188E-1
12/31/1903  19:00:00.629000	2.967202E+0	4.423925E-1
12/31/1903  19:00:00.630000	2.985682E+0	2.927487E-1
12/31/1903  19:00:00.631000	2.996620E+0	1.423654E-1
12/31/1903  19:00:00.632000	2.999988E+0	-8.377570E-3
12/31/1903  19:00:00.633000	2.995778E+0	-1.590994E-1
12/31/1903  19:00:00.634000	2.984001E+0	-3.094192E-1
12/31/1903  19:00:00.635000	2.964685E+0	-4.589575E-1
12/31/1903  19:00:00.636000	2.937881E+0	-6.073364E-1
12/31/1903  19:00:00.637000	2.903655E+0	-7.541811E-1
12/31/1903  19:00:00.638000	2.862094E+0	-8.991207E-1
12/31/1903  19:00:00.639000	2.813303E+0	-1.041789E+0
12/31/1903  19:00:00.640000	2.757406E+0	-1.181826E+0
12/31/1903  19:00:00.641000	2.694543E+0	-1.318877E+0
12/31/1903  19:00:00.642000	2.624874E+0	-1.452597E+0
12/31/1903  19:00:00.643000	2.548574E+0	-1.582647E+0
12/31/1903  19:00:00.644000	2.465836E+0	-1.708699E+0
12/31/1903  19:00:00.645000	2.376869E+0	-1.830435E+0
12/31/1903  19:00:00.646000	2.281898E+0	-1.947548E+0
12/31/1903  19:00:00.647000	2.181163E+0	-2.059740E+0
12/31/1903  19:00:00.648000	2.074917E+0	-2.166730E+0
12/31/1903  19:00:00.649000	1.963431E+0	-2.268246E+0
12/31/1903  19:00:00.650000	1.846984E+0	-2.364032E+0
12/31/1903  19:00:00.651000	1.725872E+0	-2.453847E+0
12/31/1903  19:00:00.652000	1.600401E+0	-2.537463E+0
12/31/1903  19:00:00.653000	1.470886E+0	-2.614669E+0
12/31/1903  19:00:00.654000	1.337656E+0	-2.685270E+0
12/31/1903  19:00:00.655000	1.201047E+0	-2.749088E+0
12/31/1903  19:00:00.656000	1.061404E+0	-2.805962E+0
12/31/1903  19:00:00.657000	9.190798E-1	-2.855747E+0
12/31/1903  19:00:00.658000	7.744339E-1	-2.898319E+0
12/31/1903  19:00:00.659000	6.278317E-1	-2.933569E+0
12/31/1903  19:00:00.660000	4.796436E-1	-2.961409E+0
12/31/1903  19:00:00.661000	3.302438E-1	-2.981768E+0
12/31/1903  19:00:00.662000	1.800098E-1	-2.994595E+0
12/31/1903  19:00:00.663000	2.932106E-2	-2.999857E+0
12/31/1903  19:00:00.664000	-1.214417E-1	-2.997541E+0
12/31/1903  19:00:00.665000	-2.718977E-1	-2.987653E+0
12/31/1903  19:00:00.666000	-4.216669E-1	-2.970218E+0
12/31/1903  19:00:00.667000	-5.703709E-1	-2.945280E+0
12/31/1903  19:00:00.668000	-7.176341E-1	-2.912903E+0
12/31/1903  19:00:00.669000	-8.630845E-1	-2.873166E+0
12/31/1903  19:00:00.670000	-1.006355E+0	-2.826172E+0
12/31/1903  19:00:00.671000	-1.147083E+0	-2.772039E+0
12/31/1903  19:00:00.672000	-1.284913E+0	-2.710904E+0
12/31/1903  19:00:00.673000	-1.419498E+0	-2.642920E+0
12/31/1903  19:00:00.674000	-1.550497E+0	-2.568260E+0
12/31/1903  19:00:00.675000	-1.677579E+0	-2.487113E+0
12/31/1903  19:00:00.676000	-1.800423E+0	-2.399683E+0
12/31/1903  19:00:00.677000	-1.918720E+0	-2.306191E+0
12/31/1903  19:00:00.678000	-2.032169E+0	-2.206873E+0
12/31/1903  19:00:00.679000	-2.140485E+0	-2.101981E+0
12/31/1903  19:00:00.680000	-2.243394E+0	-1.991779E+0
12/31/1903  19:00:00.681000	-2.340636E+0	-1.876545E+0
12/31/1903  19:00:00.682000	-2.431966E+0	-1.756571E+0
12/31/1903  19:00:00.683000	-2.517152E+0	-1.632160E+0
12/31/1903  19:00:00.684000	-2.595979E+0	-1.503626E+0
12/31/1903  19:00:00.685000	-2.668249E+0	-1.371294E+0
12/31/1903  19:00:00.686000	-2.733779E+0	-1.235497E+0
12/31/1903  19:00:00.687000	-2.792403E+0	-1.096580E+0
12/31/1903  19:00:00.688000	-2.843973E+0	-9.548927E-1
12/31/1903  19:00:00.689000	-2.888358E+0	-8.107932E-1
12/31/1903  19:00:00.690000	-2.925448E+0	-6.646455E-1
12/31/1903  19:00:00.691000	-2.955148E+0	-5.168189E-1
12/31/1903  19:00:00.692000	-2.977382E+0	-3.676867E-1
12/31/1903  19:00:00.693000	-2.992096E+0	-2.176258E-1
12/31/1903  19:00:00.694000	-2.999251E+0	-6.701507E-2
12/31/1903  19:00:00.695000	-2.998830E+0	8.376492E-2
12/31/1903  19:00:00.696000	-2.990834E+0	2.343333E-1
12/31/1903  19:00:00.697000	-2.975283E+0	3.843097E-1
12/31/1903  19:00:00.698000	-2.952215E+0	5.333154E-1
12/31/1903  19:00:00.699000	-2.921690E+0	6.809738E-1
12/31/1903  19:00:00.700000	-2.883785E+0	8.269121E-1
12/31/1903  19:00:00.701000	-2.838595E+0	9.707615E-1
12/31/1903  19:00:00.702000	-2.786235E+0	1.112159E+0
12/31/1903  19:00:00.703000	-2.726836E+0	1.250746E+0
12/31/1903  19:00:00.704000	-2.660549E+0	1.386175E+0
12/31/1903  19:00:00.705000	-2.587541E+0	1.518101E+0
12/31/1903  19:00:00.706000	-2.507997E+0	1.646193E+0
12/31/1903  19:00:00.707000	-2.422117E+0	1.770126E+0
12/31/1903  19:00:00.708000	-2.330119E+0	1.889588E+0
12/31/1903  19:00:00.709000	-2.232235E+0	2.004277E+0
12/31/1903  19:00:00.710000	-2.128712E+0	2.113903E+0
12/31/1903  19:00:00.711000	-2.019812E+0	2.218188E+0
12/31/1903  19:00:00.712000	-1.905809E+0	2.316871E+0
12/31/1903  19:00:00.713000	-1.786993E+0	2.409701E+0
12/31/1903  19:00:00.714000	-1.663662E+0	2.496443E+0
12/31/1903  19:00:00.715000	-1.536129E+0	2.576880E+0
12/31/1903  19:00:00.716000	-1.404715E+0	2.650807E+0
12/31/1903  19:00:00.717000	-1.269753E+0	2.718038E+0
12/31/1903  19:00:00.718000	-1.131583E+0	2.778402E+0
12/31/1903  19:00:00.719000	-9.905548E-1	2.831749E+0
12/31/1903  19:00:00.720000	-8.470244E-1	2.877942E+0
12/31/1903  19:00:00.721000	-7.013543E-1	2.916865E+0
12/31/1903  19:00:00.722000	-5.539126E-1	2.948420E+0
12/31/1903  19:00:00.723000	-4.050716E-1	2.972527E+0
12/31/1903  19:00:00.724000	-2.552074E-1	2.989125E+0
12/31/1903  19:00:00.725000	-1.046985E-1	2.998172E+0
12/31/1903  19:00:00.726000	4.607488E-2	2.999646E+0
12/31/1903  19:00:00.727000	1.967319E-1	2.993542E+0
12/31/1903  19:00:00.728000	3.468919E-1	2.979877E+0
12/31/1903  19:00:00.729000	4.961756E-1	2.958684E+0
12/31/1903  19:00:00.730000	6.442060E-1	2.930017E+0
12/31/1903  19:00:00.731000	7.906090E-1	2.893948E+0
12/31/1903  19:00:00.732000	9.350149E-1	2.850570E+0
12/31/1903  19:00:00.733000	1.077059E+0	2.799990E+0
12/31/1903  19:00:00.734000	1.216382E+0	2.742337E+0
12/31/1903  19:00:00.735000	1.352633E+0	2.677757E+0
12/31/1903  19:00:00.736000	1.485466E+0	2.606413E+0
12/31/1903  19:00:00.737000	1.614548E+0	2.528485E+0
12/31/1903  19:00:00.738000	1.739550E+0	2.444170E+0
12/31/1903  19:00:00.739000	1.860159E+0	2.353680E+0
12/31/1903  19:00:00.740000	1.976068E+0	2.257245E+0
12/31/1903  19:00:00.741000	2.086986E+0	2.155108E+0
12/31/1903  19:00:00.742000	2.192632E+0	2.047526E+0
12/31/1903  19:00:00.743000	2.292739E+0	1.934773E+0
12/31/1903  19:00:00.744000	2.387055E+0	1.817132E+0
12/31/1903  19:00:00.745000	2.475340E+0	1.694901E+0
12/31/1903  19:00:00.746000	2.557373E+0	1.568388E+0
12/31/1903  19:00:00.747000	2.632946E+0	1.437914E+0
12/31/1903  19:00:00.748000	2.701867E+0	1.303807E+0
12/31/1903  19:00:00.749000	2.763964E+0	1.166407E+0
12/31/1903  19:00:00.750000	2.819078E+0	1.026060E+0
12/31/1903  19:00:00.751000	2.867071E+0	8.831218E-1
12/31/1903  19:00:00.752000	2.907822E+0	7.379524E-1
12/31/1903  19:00:00.753000	2.941227E+0	5.909188E-1
12/31/1903  19:00:00.754000	2.967202E+0	4.423925E-1
12/31/1903  19:00:00.755000	2.985682E+0	2.927487E-1
12/31/1903  19:00:00.756000	2.996620E+0	1.423654E-1
12/31/1903  19:00:00.757000	2.999988E+0	-8.377570E-3
12/31/1903  19:00:00.758000	2.995778E+0	-1.590994E-1
12/31/1903  19:00:00.759000	2.984001E+0	-3.094192E-1
12/31/1903  19:00:00.760000	2.964685E+0	-4.589575E-1
12/31/1903  19:00:00.761000	2.937881E+0	-6.073364E-1
12/31/1903  19:00:00.762000	2.903655E+0	-7.541811E-1
12/31/1903  19:00:00.763000	2.862094E+0	-8.991207E-1
12/31/1903  19:00:00.764000	2.813303E+0	-1.041789E+0
12/31/1903  19:00:00.765000	2.757406E+0	-1.181826E+0
12/31/1903  19:00:00.766000	2.694543E+0	-1.318877E+0
12/31/1903  19:00:00.767000	2.624874E+0	-1.452597E+0
12/31/1903  19:00:00.768000	2.548574E+0	-1.582647E+0
12/31/1903  19:00:00.769000	2.465836E+0	-1.708699E+0
12/31/1903  19:00:00.770000	2.376869E+0	-1.830435E+0
12/31/1903  19:00:00.771000	2.281898E+0	-1.947548E+0
12/31/1903  19:00:00.772000	2.181163E+0	-2.059740E+0
12/31/1903  19:00:00.773000	2.074917E+0	-2.166730E+0
12/31/1903  19:00:00.774000	1.963431E+0	-2.268246E+0
12/31/1903  19:00:00.775000	1.846984E+0	-2.364032E+0
12/31/1903  19:00:00.776000	1.725872E+0	-2.453847E+0
12/31/1903  19:00:00.777000	1.600401E+0	-2.537463E+0
12/31/1903  19:00:00.778000	1.470886E+0	-2.614669E+0
12/31/1903  19:00:00.779000	1.337656E+0	-2.685270E+0
12/31/1903  19:00:00.780000	1.201047E+0	-2.749088E+0
12/31/1903  19:00:00.781000	1.061404E+0	-2.805962E+0
12/31/1903  19:00:00.782000	9.190798E-1	-2.855747E+0
12/31/1903  19:00:00.783000	7.744339E-1	-2.898319E+0
12/31/1903  19:00:00.784000	6.278317E-1	-2.933569E+0
12/31/1903  19:00:00.785000	4.796436E-1	-2.961409E+0
12/31/1903  19:00:00.786000	3.302438E-1	-2.981768E+0
12/31/1903  19:00:00.787000	1.800098E-1	-2.994595E+0
12/31/1903  19:00:00.788000	2.932106E-2	-2.999857E+0
12/31/1903  19:00:00.789000	-1.214417E-1	-2.997541E+0
12/31/1903  19:00:00.790000	-2.718977E-1	-2.987653E+0
12/31/1903  19:00:00.791000	-4.216669E-1	-2.970218E+0
12/31/1903  19:00:00.792000	-5.703709E-1	-2.945280E+0
12/31/1903  19:00:00.793000	-7.176341E-1	-2.912903E+0
12/31/1903  19:00:00.794000	-8.630845E-1	-2.873166E+0
12/31/1903  19:00:00.795000	-1.006355E+0	-2.826172E+0
12/31/1903  19:00:00.796000	-1.147083E+0	-2.772039E+0
12/31/1903  19:00:00.797000	-1.284913E+0	-2.710904E+0
12/31/1903  19:00:00.798000	-1.419498E+0	-2.642920E+0
12/31/1903  19:00:00.799000	-1.550497E+0	-2.568260E+0
12/31/1903  19:00:00.800000	-1.677579E+0	-2.487113E+0
12/31/1903  19:00:00.801000	-1.800423E+0	-2.399683E+0
12/31/1903  19:00:00.802000	-1.918720E+0	-2.306191E+0
12/31/1903  19:00:00.803000	-2.032169E+0	-2.206873E+0
12/31/1903  19:00:00.804000	-2.140485E+0	-2.101981E+0
12/31/1903  19:00:00.805000	-2.243394E+0	-1.991779E+0
12/31/1903  19:00:00.806000	-2.340636E+0	-1.876545E+0
12/31/1903  19:00:00.807000	-2.431966E+0	-1.756571E+0
12/31/1903  19:00:00.808000	-2.517152E+0	-1.632160E+0
12/31/1903  19:00:00.809000	-2.595979E+0	-1.503626E+0
12/31/1903  19:00:00.810000	-2.668249E+0	-1.371294E+0
12/31/1903  19:00:00.811000	-2.733779E+0	-1.235497E+0
12/31/1903  19:00:00.812000	-2.792403E+0	-1.096580E+0
12/31/1903  19:00:00.813000	-2.843973E+0	-9.548927E-1
12/31/1903  19:00:00.814000	-2.888358E+0	-8.107932E-1
12/31/1903  19:00:00.815000	-2.925448E+0	-6.646455E-1
12/31/1903  19:00:00.816000	-2.955148E+0	-5.168189E-1
12/31/1903  19:00:00.817000	-2.977382E+0	-3.676867E-1
12/31/1903  19:00:00.818000	-2.992096E+0	-2.176258E-1
12/31/1903  19:00:00.819000	-2.999251E+0	-6.701507E-2
12/31/1903  19:00:00.820000	-2.998830E+0	8.376492E-2
12/31/1903  19:00:00.821000	-2.990834E+0	2.343333E-1
12/31/1903  19:00:00.822000	-2.975283E+0	3.843097E-1
12/31/1903  19:00:00.823000	-2.952215E+0	5.333154E-1
12/31/1903  19:00:00.824000	-2.921690E+0	6.809738E-1
12/31/1903  19:00:00.825000	-2.883785E+0	8.269121E-1
12/31/1903  19:00:00.826000	-2.838595E+0	9.707615E-1
12/31/1903  19:00:00.827000	-2.786235E+0	1.112159E+0
12/31/1903  19:00:00.828000	-2.726836E+0	1.250746E+0
12/31/1903  19:00:00.829000	-2.660549E+0	1.386175E+0
12/31/1903  19:00:00.830000	-2.587541E+0	1.518101E+0
