waveform	[0]	[1]
t0	12/31/1903  19:00:00.000000	12/31/1903  19:00:00.000000
delta t	0.001000	0.001000

time	Y[0]	Y[1]
12/31/1903  19:00:00.831000	-2.507997E+0	1.646193E+0
12/31/1903  19:00:00.832000	-2.422117E+0	1.770126E+0
12/31/1903  19:00:00.833000	-2.330119E+0	1.889588E+0
12/31/1903  19:00:00.834000	-2.232235E+0	2.004277E+0
12/31/1903  19:00:00.835000	-2.128712E+0	2.113903E+0
12/31/1903  19:00:00.836000	-2.019812E+0	2.218188E+0
12/31/1903  19:00:00.837000	-1.905809E+0	2.316871E+0
12/31/1903  19:00:00.838000	-1.786993E+0	2.409701E+0
12/31/1903  19:00:00.839000	-1.663662E+0	2.496443E+0
12/31/1903  19:00:00.840000	-1.536129E+0	2.576880E+0
12/31/1903  19:00:00.841000	-1.404715E+0	2.650807E+0
12/31/1903  19:00:00.842000	-1.269753E+0	2.718038E+0
12/31/1903  19:00:00.843000	-1.131583E+0	2.778402E+0
12/31/1903  19:00:00.844000	-9.905548E-1	2.831749E+0
12/31/1903  19:00:00.845000	-8.470244E-1	2.877942E+0
12/31/1903  19:00:00.846000	-7.013543E-1	2.916865E+0
12/31/1903  19:00:00.847000	-5.539126E-1	2.948420E+0
12/31/1903  19:00:00.848000	-4.050716E-1	2.972527E+0
12/31/1903  19:00:00.849000	-2.552074E-1	2.989125E+0
12/31/1903  19:00:00.850000	-1.046985E-1	2.998172E+0
12/31/1903  19:00:00.851000	4.607488E-2	2.999646E+0
12/31/1903  19:00:00.852000	1.967319E-1	2.993542E+0
12/31/1903  19:00:00.853000	3.468919E-1	2.979877E+0
12/31/1903  19:00:00.854000	4.961756E-1	2.958684E+0
12/31/1903  19:00:00.855000	6.442060E-1	2.930017E+0
12/31/1903  19:00:00.856000	7.906090E-1	2.893948E+0
12/31/1903  19:00:00.857000	9.350149E-1	2.850570E+0
12/31/1903  19:00:00.858000	1.077059E+0	2.799990E+0
12/31/1903  19:00:00.859000	1.216382E+0	2.742337E+0
12/31/1903  19:00:00.860000	1.352633E+0	2.677757E+0
12/31/1903  19:00:00.861000	1.485466E+0	2.606413E+0
12/31/1903  19:00:00.862000	1.614548E+0	2.528485E+0
12/31/1903  19:00:00.863000	1.739550E+0	2.444170E+0
12/31/1903  19:00:00.864000	1.860159E+0	2.353680E+0
12/31/1903  19:00:00.865000	1.976068E+0	2.257245E+0
12/31/1903  19:00:00.866000	2.086986E+0	2.155108E+0
12/31/1903  19:00:00.867000	2.192632E+0	2.047526E+0
12/31/1903  19:00:00.868000	2.292739E+0	1.934773E+0
12/31/1903  19:00:00.869000	2.387055E+0	1.817132E+0
12/31/1903  19:00:00.870000	2.475340E+0	1.694901E+0
12/31/1903  19:00:00.871000	2.557373E+0	1.568388E+0
12/31/1903  19:00:00.872000	2.632946E+0	1.437914E+0
12/31/1903  19:00:00.873000	2.701867E+0	1.303807E+0
12/31/1903  19:00:00.874000	2.763964E+0	1.166407E+0
12/31/1903  19:00:00.875000	2.819078E+0	1.026060E+0
12/31/1903  19:00:00.876000	2.867071E+0	8.831218E-1
12/31/1903  19:00:00.877000	2.907822E+0	7.379524E-1
12/31/1903  19:00:00.878000	2.941227E+0	5.909188E-1
12/31/1903  19:00:00.879000	2.967202E+0	4.423925E-1
12/31/1903  19:00:00.880000	2.985682E+0	2.927487E-1
12/31/1903  19:00:00.881000	2.996620E+0	1.423654E-1
12/31/1903  19:00:00.882000	2.999988E+0	-8.377570E-3
12/31/1903  19:00:00.883000	2.995778E+0	-1.590994E-1
12/31/1903  19:00:00.884000	2.984001E+0	-3.094192E-1
12/31/1903  19:00:00.885000	2.964685E+0	-4.589575E-1
12/31/1903  19:00:00.886000	2.937881E+0	-6.073364E-1
12/31/1903  19:00:00.887000	2.903655E+0	-7.541811E-1
12/31/1903  19:00:00.888000	2.862094E+0	-8.991207E-1
12/31/1903  19:00:00.889000	2.813303E+0	-1.041789E+0
12/31/1903  19:00:00.890000	2.757406E+0	-1.181826E+0
12/31/1903  19:00:00.891000	2.694543E+0	-1.318877E+0
12/31/1903  19:00:00.892000	2.624874E+0	-1.452597E+0
12/31/1903  19:00:00.893000	2.548574E+0	-1.582647E+0
12/31/1903  19:00:00.894000	2.465836E+0	-1.708699E+0
12/31/1903  19:00:00.895000	2.376869E+0	-1.830435E+0
12/31/1903  19:00:00.896000	2.281898E+0	-1.947548E+0
12/31/1903  19:00:00.897000	2.181163E+0	-2.059740E+0
12/31/1903  19:00:00.898000	2.074917E+0	-2.166730E+0
12/31/1903  19:00:00.899000	1.963431E+0	-2.268246E+0
12/31/1903  19:00:00.900000	1.846984E+0	-2.364032E+0
12/31/1903  19:00:00.901000	1.725872E+0	-2.453847E+0
12/31/1903  19:00:00.902000	1.600401E+0	-2.537463E+0
12/31/1903  19:00:00.903000	1.470886E+0	-2.614669E+0
12/31/1903  19:00:00.904000	1.337656E+0	-2.685270E+0
12/31/1903  19:00:00.905000	1.201047E+0	-2.749088E+0
12/31/1903  19:00:00.906000	1.061404E+0	-2.805962E+0
12/31/1903  19:00:00.907000	9.190798E-1	-2.855747E+0
12/31/1903  19:00:00.908000	7.744339E-1	-2.898319E+0
12/31/1903  19:00:00.909000	6.278317E-1	-2.933569E+0
12/31/1903  19:00:00.910000	4.796436E-1	-2.961409E+0
12/31/1903  19:00:00.911000	3.302438E-1	-2.981768E+0
12/31/1903  19:00:00.912000	1.800098E-1	-2.994595E+0
12/31/1903  19:00:00.913000	2.932106E-2	-2.999857E+0
12/31/1903  19:00:00.914000	-1.214417E-1	-2.997541E+0
12/31/1903  19:00:00.915000	-2.718977E-1	-2.987653E+0
12/31/1903  19:00:00.916000	-4.216669E-1	-2.970218E+0
12/31/1903  19:00:00.917000	-5.703709E-1	-2.945280E+0
12/31/1903  19:00:00.918000	-7.176341E-1	-2.912903E+0
12/31/1903  19:00:00.919000	-8.630845E-1	-2.873166E+0
12/31/1903  19:00:00.920000	-1.006355E+0	-2.826172E+0
12/31/1903  19:00:00.921000	-1.147083E+0	-2.772039E+0
12/31/1903  19:00:00.922000	-1.284913E+0	-2.710904E+0
12/31/1903  19:00:00.923000	-1.419498E+0	-2.642920E+0
12/31/1903  19:00:00.924000	-1.550497E+0	-2.568260E+0
12/31/1903  19:00:00.925000	-1.677579E+0	-2.487113E+0
12/31/1903  19:00:00.926000	-1.800423E+0	-2.399683E+0
12/31/1903  19:00:00.927000	-1.918720E+0	-2.306191E+0
12/31/1903  19:00:00.928000	-2.032169E+0	-2.206873E+0
12/31/1903  19:00:00.929000	-2.140485E+0	-2.101981E+0
12/31/1903  19:00:00.930000	-2.243394E+0	-1.991779E+0
12/31/1903  19:00:00.931000	-2.340636E+0	-1.876545E+0
12/31/1903  19:00:00.932000	-2.431966E+0	-1.756571E+0
12/31/1903  19:00:00.933000	-2.517152E+0	-1.632160E+0
12/31/1903  19:00:00.934000	-2.595979E+0	-1.503626E+0
12/31/1903  19:00:00.935000	-2.668249E+0	-1.371294E+0
12/31/1903  19:00:00.936000	-2.733779E+0	-1.235497E+0
12/31/1903  19:00:00.937000	-2.792403E+0	-1.096580E+0
12/31/1903  19:00:00.938000	-2.843973E+0	-9.548927E-1
12/31/1903  19:00:00.939000	-2.888358E+0	-8.107932E-1
12/31/1903  19:00:00.940000	-2.925448E+0	-6.646455E-1
12/31/1903  19:00:00.941000	-2.955148E+0	-5.168189E-1
12/31/1903  19:00:00.942000	-2.977382E+0	-3.676867E-1
12/31/1903  19:00:00.943000	-2.992096E+0	-2.176258E-1
12/31/1903  19:00:00.944000	-2.999251E+0	-6.701507E-2
12/31/1903  19:00:00.945000	-2.998830E+0	8.376492E-2
12/31/1903  19:00:00.946000	-2.990834E+0	2.343333E-1
12/31/1903  19:00:00.947000	-2.975283E+0	3.843097E-1
12/31/1903  19:00:00.948000	-2.952215E+0	5.333154E-1
12/31/1903  19:00:00.949000	-2.921690E+0	6.809738E-1
12/31/1903  19:00:00.950000	-2.883785E+0	8.269121E-1
12/31/1903  19:00:00.951000	-2.838595E+0	9.707615E-1
12/31/1903  19:00:00.952000	-2.786235E+0	1.112159E+0
12/31/1903  19:00:00.953000	-2.726836E+0	1.250746E+0
12/31/1903  19:00:00.954000	-2.660549E+0	1.386175E+0
12/31/1903  19:00:00.955000	-2.587541E+0	1.518101E+0
12/31/1903  19:00:00.956000	-2.507997E+0	1.646193E+0
12/31/1903  19:00:00.957000	-2.422117E+0	1.770126E+0
12/31/1903  19:00:00.958000	-2.330119E+0	1.889588E+0
12/31/1903  19:00:00.959000	-2.232235E+0	2.004277E+0
12/31/1903  19:00:00.960000	-2.128712E+0	2.113903E+0
12/31/1903  19:00:00.961000	-2.019812E+0	2.218188E+0
12/31/1903  19:00:00.962000	-1.905809E+0	2.316871E+0
12/31/1903  19:00:00.963000	-1.786993E+0	2.409701E+0
12/31/1903  19:00:00.964000	-1.663662E+0	2.496443E+0
12/31/1903  19:00:00.965000	-1.536129E+0	2.576880E+0
12/31/1903  19:00:00.966000	-1.404715E+0	2.650807E+0
12/31/1903  19:00:00.967000	-1.269753E+0	2.718038E+0
12/31/1903  19:00:00.968000	-1.131583E+0	2.778402E+0
12/31/1903  19:00:00.969000	-9.905548E-1	2.831749E+0
12/31/1903  19:00:00.970000	-8.470244E-1	2.877942E+0
12/31/1903  19:00:00.971000	-7.013543E-1	2.916865E+0
12/31/1903  19:00:00.972000	-5.539126E-1	2.948420E+0
12/31/1903  19:00:00.973000	-4.050716E-1	2.972527E+0
12/31/1903  19:00:00.974000	-2.552074E-1	2.989125E+0
12/31/1903  19:00:00.975000	-1.046985E-1	2.998172E+0
12/31/1903  19:00:00.976000	4.607488E-2	2.999646E+0
12/31/1903  19:00:00.977000	1.967319E-1	2.993542E+0
12/31/1903  19:00:00.978000	3.468919E-1	2.979877E+0
12/31/1903  19:00:00.979000	4.961756E-1	2.958684E+0
12/31/1903  19:00:00.980000	6.442060E-1	2.930017E+0
12/31/1903  19:00:00.981000	7.906090E-1	2.893948E+0
12/31/1903  19:00:00.982000	9.350149E-1	2.850570E+0
12/31/1903  19:00:00.983000	1.077059E+0	2.799990E+0
12/31/1903  19:00:00.984000	1.216382E+0	2.742337E+0
12/31/1903  19:00:00.985000	1.352633E+0	2.677757E+0
12/31/1903  19:00:00.986000	1.485466E+0	2.606413E+0
12/31/1903  19:00:00.987000	1.614548E+0	2.528485E+0
12/31/1903  19:00:00.988000	1.739550E+0	2.444170E+0
12/31/1903  19:00:00.989000	1.860159E+0	2.353680E+0
12/31/1903  19:00:00.990000	1.976068E+0	2.257245E+0
12/31/1903  19:00:00.991000	2.086986E+0	2.155108E+0
12/31/1903  19:00:00.992000	2.192632E+0	2.047526E+0
12/31/1903  19:00:00.993000	2.292739E+0	1.934773E+0
12/31/1903  19:00:00.994000	2.387055E+0	1.817132E+0
12/31/1903  19:00:00.995000	2.475340E+0	1.694901E+0
12/31/1903  19:00:00.996000	2.557373E+0	1.568388E+0
12/31/1903  19:00:00.997000	2.632946E+0	1.437914E+0
12/31/1903  19:00:00.998000	2.701867E+0	1.303807E+0
12/31/1903  19:00:00.999000	2.763964E+0	1.166407E+0
